complaint_id,precinct,borough,offense_level,offense_type,occurred_at,hour,is_night,population,source
MOCK-000394,19,MANHATTAN,FELONY,BURGLARY,2026-04-20T04:10:12,4,1,120000,MOCK_NYPD_V1
MOCK-000395,19,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2026-04-20T05:18:48,5,1,120000,MOCK_NYPD_V1
MOCK-000396,19,MANHATTAN,FELONY,ROBBERY,2026-04-23T01:59:46,1,1,120000,MOCK_NYPD_V1
MOCK-000397,19,MANHATTAN,MISDEMEANOR,HARRASSMENT 2,2026-04-26T17:21:35,17,0,120000,MOCK_NYPD_V1
MOCK-000398,19,MANHATTAN,FELONY,FELONY ASSAULT,2026-04-28T04:04:46,4,1,120000,MOCK_NYPD_V1
MOCK-000399,19,MANHATTAN,MISDEMEANOR,MISDEMEANOR ASSAULT,2026-05-07T12:28:09,12,0,120000,MOCK_NYPD_V1
MOCK-000400,19,MANHATTAN,MISDEMEANOR,MISDEMEANOR ASSAULT,2026-05-07T21:23:59,21,1,120000,MOCK_NYPD_V1
MOCK-000401,19,MANHATTAN,FELONY,GRAND LARCENY,2026-05-09T18:43:54,18,0,120000,MOCK_NYPD_V1
MOCK-000402,19,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2026-05-17T10:29:22,10,0,120000,MOCK_NYPD_V1
MOCK-000403,19,MANHATTAN,MISDEMEANOR,CRIMINAL MISCHIEF,2026-05-23T07:08:28,7,0,120000,MOCK_NYPD_V1
MOCK-000404,19,MANHATTAN,MISDEMEANOR,CRIMINAL MISCHIEF,2026-05-29T02:07:35,2,1,120000,MOCK_NYPD_V1
MOCK-000405,19,MANHATTAN,FELONY,BURGLARY,2026-06-01T08:21:05,8,0,120000,MOCK_NYPD_V1
MOCK-000406,19,MANHATTAN,MISDEMEANOR,CRIMINAL MISCHIEF,2026-06-04T20:33:54,20,1,120000,MOCK_NYPD_V1
MOCK-000407,19,MANHATTAN,MISDEMEANOR,CRIMINAL MISCHIEF,2026-06-05T01:52:00,1,1,120000,MOCK_NYPD_V1
MOCK-000408,19,MANHATTAN,FELONY,GRAND LARCENY,2026-06-05T16:39:50,16,0,120000,MOCK_NYPD_V1
MOCK-000409,19,MANHATTAN,FELONY,FELONY ASSAULT,2026-06-09T11:22:24,11,0,120000,MOCK_NYPD_V1
MOCK-000410,19,MANHATTAN,FELONY,FELONY ASSAULT,2026-06-12T18:26:16,18,0,120000,MOCK_NYPD_V1
MOCK-000411,19,MANHATTAN,FELONY,FELONY ASSAULT,2026-06-19T12:37:45,12,0,120000,MOCK_NYPD_V1
MOCK-000412,19,MANHATTAN,FELONY,BURGLARY,2026-06-21T12:39:06,12,0,120000,MOCK_NYPD_V1
MOCK-000413,19,MANHATTAN,MISDEMEANOR,CRIMINAL MISCHIEF,2026-06-22T18:27:00,18,0,120000,MOCK_NYPD_V1
MOCK-000414,19,MANHATTAN,FELONY,ROBBERY,2026-06-23T21:55:55,21,1,120000,MOCK_NYPD_V1
MOCK-000415,19,MANHATTAN,FELONY,ROBBERY,2026-06-25T07:47:22,7,0,120000,MOCK_NYPD_V1
MOCK-000416,20,MANHATTAN,MISDEMEANOR,MISDEMEANOR ASSAULT,2025-07-01T08:31:57,8,0,20000,MOCK_NYPD_V1
MOCK-000417,20,MANHATTAN,MISDEMEANOR,CRIMINAL MISCHIEF,2025-07-24T17:13:21,17,0,20000,MOCK_NYPD_V1
MOCK-000418,20,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-07-28T05:57:31,5,1,20000,MOCK_NYPD_V1
MOCK-000419,20,MANHATTAN,MISDEMEANOR,HARRASSMENT 2,2025-08-18T16:50:39,16,0,20000,MOCK_NYPD_V1
MOCK-000420,20,MANHATTAN,MISDEMEANOR,MISDEMEANOR ASSAULT,2025-08-28T08:28:34,8,0,20000,MOCK_NYPD_V1
MOCK-000421,20,MANHATTAN,MISDEMEANOR,CRIMINAL MISCHIEF,2025-08-30T11:23:07,11,0,20000,MOCK_NYPD_V1
MOCK-000422,20,MANHATTAN,FELONY,FELONY ASSAULT,2025-09-01T02:56:56,2,1,20000,MOCK_NYPD_V1
MOCK-000423,20,MANHATTAN,FELONY,GRAND LARCENY,2025-09-06T16:22:07,16,0,20000,MOCK_NYPD_V1
MOCK-000424,20,MANHATTAN,FELONY,ROBBERY,2025-09-10T13:39:49,13,0,20000,MOCK_NYPD_V1
MOCK-000425,20,MANHATTAN,FELONY,ROBBERY,2025-09-28T10:00:14,10,0,20000,MOCK_NYPD_V1
MOCK-000426,20,MANHATTAN,FELONY,ROBBERY,2025-11-07T06:28:02,6,0,20000,MOCK_NYPD_V1
MOCK-000427,20,MANHATTAN,MISDEMEANOR,HARRASSMENT 2,2025-11-25T17:01:32,17,0,20000,MOCK_NYPD_V1
MOCK-000428,20,MANHATTAN,FELONY,BURGLARY,2025-11-29T13:13:50,13,0,20000,MOCK_NYPD_V1
MOCK-000429,20,MANHATTAN,MISDEMEANOR,HARRASSMENT 2,2025-12-01T04:41:40,4,1,20000,MOCK_NYPD_V1
MOCK-000430,20,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2026-01-09T07:29:54,7,0,20000,MOCK_NYPD_V1
MOCK-000431,20,MANHATTAN,FELONY,ROBBERY,2026-01-14T18:25:12,18,0,20000,MOCK_NYPD_V1
MOCK-000432,20,MANHATTAN,MISDEMEANOR,HARRASSMENT 2,2026-02-07T14:23:44,14,0,20000,MOCK_NYPD_V1
MOCK-000433,20,MANHATTAN,MISDEMEANOR,HARRASSMENT 2,2026-02-24T20:58:06,20,1,20000,MOCK_NYPD_V1
MOCK-000434,20,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2026-03-01T15:02:17,15,0,20000,MOCK_NYPD_V1
MOCK-000435,20,MANHATTAN,MISDEMEANOR,HARRASSMENT 2,2026-03-12T19:07:16,19,0,20000,MOCK_NYPD_V1
MOCK-000436,20,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2026-03-24T00:15:46,0,1,20000,MOCK_NYPD_V1
MOCK-000437,20,MANHATTAN,MISDEMEANOR,HARRASSMENT 2,2026-06-06T02:52:56,2,1,20000,MOCK_NYPD_V1
MOCK-000438,20,MANHATTAN,FELONY,ROBBERY,2026-06-10T19:43:11,19,0,20000,MOCK_NYPD_V1
MOCK-000439,20,MANHATTAN,MISDEMEANOR,HARRASSMENT 2,2026-06-21T09:59:21,9,0,20000,MOCK_NYPD_V1
MOCK-000440,26,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-07-04T14:17:20,14,0,60000,MOCK_NYPD_V1
MOCK-000441,26,MANHATTAN,MISDEMEANOR,HARRASSMENT 2,2025-07-14T04:11:49,4,1,60000,MOCK_NYPD_V1
MOCK-000442,26,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-07-17T03:20:43,3,1,60000,MOCK_NYPD_V1
MOCK-000443,26,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-08-12T21:13:41,21,1,60000,MOCK_NYPD_V1
MOCK-000444,26,MANHATTAN,MISDEMEANOR,HARRASSMENT 2,2025-08-14T21:17:08,21,1,60000,MOCK_NYPD_V1
MOCK-000445,26,MANHATTAN,MISDEMEANOR,HARRASSMENT 2,2025-08-17T03:58:37,3,1,60000,MOCK_NYPD_V1
MOCK-000446,26,MANHATTAN,FELONY,FELONY ASSAULT,2025-08-19T21:11:55,21,1,60000,MOCK_NYPD_V1
MOCK-000447,26,MANHATTAN,FELONY,FELONY ASSAULT,2025-08-20T21:08:39,21,1,60000,MOCK_NYPD_V1
MOCK-000448,26,MANHATTAN,FELONY,GRAND LARCENY,2025-08-22T08:38:33,8,0,60000,MOCK_NYPD_V1
MOCK-000449,26,MANHATTAN,MISDEMEANOR,HARRASSMENT 2,2025-08-22T14:45:25,14,0,60000,MOCK_NYPD_V1
MOCK-000450,26,MANHATTAN,FELONY,FELONY ASSAULT,2025-08-25T00:38:00,0,1,60000,MOCK_NYPD_V1
MOCK-000451,26,MANHATTAN,MISDEMEANOR,CRIMINAL MISCHIEF,2025-08-26T12:18:05,12,0,60000,MOCK_NYPD_V1
MOCK-000452,26,MANHATTAN,MISDEMEANOR,CRIMINAL MISCHIEF,2025-08-27T03:36:57,3,1,60000,MOCK_NYPD_V1
MOCK-000453,26,MANHATTAN,MISDEMEANOR,HARRASSMENT 2,2025-08-30T23:19:09,23,1,60000,MOCK_NYPD_V1
MOCK-000454,26,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-09-02T13:06:19,13,0,60000,MOCK_NYPD_V1
MOCK-000455,26,MANHATTAN,FELONY,FELONY ASSAULT,2025-09-07T19:50:29,19,0,60000,MOCK_NYPD_V1
MOCK-000456,26,MANHATTAN,FELONY,FELONY ASSAULT,2025-09-09T06:16:47,6,0,60000,MOCK_NYPD_V1
MOCK-000457,26,MANHATTAN,MISDEMEANOR,CRIMINAL MISCHIEF,2025-09-13T13:02:03,13,0,60000,MOCK_NYPD_V1
MOCK-000458,26,MANHATTAN,FELONY,BURGLARY,2025-09-15T15:21:02,15,0,60000,MOCK_NYPD_V1
MOCK-000459,26,MANHATTAN,FELONY,FELONY ASSAULT,2025-09-16T22:24:59,22,1,60000,MOCK_NYPD_V1
MOCK-000460,26,MANHATTAN,FELONY,ROBBERY,2025-09-19T09:58:25,9,0,60000,MOCK_NYPD_V1
MOCK-000461,26,MANHATTAN,MISDEMEANOR,CRIMINAL MISCHIEF,2025-09-20T08:32:01,8,0,60000,MOCK_NYPD_V1
MOCK-000462,26,MANHATTAN,MISDEMEANOR,CRIMINAL MISCHIEF,2025-09-24T02:59:32,2,1,60000,MOCK_NYPD_V1
MOCK-000463,26,MANHATTAN,MISDEMEANOR,HARRASSMENT 2,2025-10-21T04:42:23,4,1,60000,MOCK_NYPD_V1
MOCK-000464,26,MANHATTAN,MISDEMEANOR,HARRASSMENT 2,2025-10-23T00:06:43,0,1,60000,MOCK_NYPD_V1
MOCK-000465,26,MANHATTAN,FELONY,BURGLARY,2025-10-26T18:01:52,18,0,60000,MOCK_NYPD_V1
MOCK-000466,26,MANHATTAN,MISDEMEANOR,MISDEMEANOR ASSAULT,2025-10-28T08:02:56,8,0,60000,MOCK_NYPD_V1
MOCK-000467,26,MANHATTAN,FELONY,ROBBERY,2025-10-30T09:56:53,9,0,60000,MOCK_NYPD_V1
MOCK-000468,26,MANHATTAN,MISDEMEANOR,HARRASSMENT 2,2025-11-06T10:28:02,10,0,60000,MOCK_NYPD_V1
MOCK-000469,26,MANHATTAN,FELONY,GRAND LARCENY,2025-11-07T12:42:20,12,0,60000,MOCK_NYPD_V1
MOCK-000470,26,MANHATTAN,MISDEMEANOR,HARRASSMENT 2,2025-11-11T07:40:22,7,0,60000,MOCK_NYPD_V1
MOCK-000471,26,MANHATTAN,MISDEMEANOR,CRIMINAL MISCHIEF,2025-11-15T18:00:03,18,0,60000,MOCK_NYPD_V1
MOCK-000472,26,MANHATTAN,FELONY,GRAND LARCENY,2025-11-22T06:59:50,6,0,60000,MOCK_NYPD_V1
MOCK-000473,26,MANHATTAN,FELONY,GRAND LARCENY,2025-11-26T03:20:30,3,1,60000,MOCK_NYPD_V1
MOCK-000474,26,MANHATTAN,FELONY,ROBBERY,2025-11-28T21:24:10,21,1,60000,MOCK_NYPD_V1
MOCK-000475,26,MANHATTAN,MISDEMEANOR,MISDEMEANOR ASSAULT,2025-12-01T04:39:53,4,1,60000,MOCK_NYPD_V1
MOCK-000476,26,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-12-07T06:12:48,6,0,60000,MOCK_NYPD_V1
MOCK-000477,26,MANHATTAN,MISDEMEANOR,CRIMINAL MISCHIEF,2025-12-07T08:39:41,8,0,60000,MOCK_NYPD_V1
MOCK-000478,26,MANHATTAN,MISDEMEANOR,CRIMINAL MISCHIEF,2025-12-09T02:06:51,2,1,60000,MOCK_NYPD_V1
MOCK-000479,26,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-12-14T17:55:19,17,0,60000,MOCK_NYPD_V1
MOCK-000480,26,MANHATTAN,MISDEMEANOR,HARRASSMENT 2,2025-12-22T00:15:42,0,1,60000,MOCK_NYPD_V1
MOCK-000481,26,MANHATTAN,FELONY,ROBBERY,2025-12-27T14:06:52,14,0,60000,MOCK_NYPD_V1
MOCK-000482,26,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-12-30T05:10:42,5,1,60000,MOCK_NYPD_V1
MOCK-000483,26,MANHATTAN,MISDEMEANOR,CRIMINAL MISCHIEF,2026-01-05T14:49:48,14,0,60000,MOCK_NYPD_V1
MOCK-000484,26,MANHATTAN,MISDEMEANOR,HARRASSMENT 2,2026-01-13T00:34:17,0,1,60000,MOCK_NYPD_V1
MOCK-000485,26,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2026-01-14T05:51:13,5,1,60000,MOCK_NYPD_V1
MOCK-000486,26,MANHATTAN,MISDEMEANOR,HARRASSMENT 2,2026-01-16T09:14:58,9,0,60000,MOCK_NYPD_V1
MOCK-000487,26,MANHATTAN,MISDEMEANOR,HARRASSMENT 2,2026-01-24T00:30:56,0,1,60000,MOCK_NYPD_V1
MOCK-000488,26,MANHATTAN,FELONY,ROBBERY,2026-01-31T09:30:49,9,0,60000,MOCK_NYPD_V1
MOCK-000489,26,MANHATTAN,FELONY,ROBBERY,2026-02-04T20:38:00,20,1,60000,MOCK_NYPD_V1
MOCK-000490,26,MANHATTAN,MISDEMEANOR,MISDEMEANOR ASSAULT,2026-02-12T17:05:49,17,0,60000,MOCK_NYPD_V1
MOCK-000491,26,MANHATTAN,FELONY,ROBBERY,2026-02-22T16:16:10,16,0,60000,MOCK_NYPD_V1
MOCK-000492,26,MANHATTAN,FELONY,BURGLARY,2026-02-23T16:08:34,16,0,60000,MOCK_NYPD_V1
MOCK-000493,26,MANHATTAN,FELONY,GRAND LARCENY,2026-02-23T19:12:53,19,0,60000,MOCK_NYPD_V1
MOCK-000494,26,MANHATTAN,FELONY,FELONY ASSAULT,2026-02-25T04:01:09,4,1,60000,MOCK_NYPD_V1
MOCK-000495,26,MANHATTAN,FELONY,BURGLARY,2026-03-12T04:19:10,4,1,60000,MOCK_NYPD_V1
MOCK-000496,26,MANHATTAN,FELONY,GRAND LARCENY,2026-03-20T20:27:55,20,1,60000,MOCK_NYPD_V1
MOCK-000497,26,MANHATTAN,MISDEMEANOR,MISDEMEANOR ASSAULT,2026-03-25T13:40:07,13,0,60000,MOCK_NYPD_V1
MOCK-000498,26,MANHATTAN,MISDEMEANOR,MISDEMEANOR ASSAULT,2026-03-31T20:47:38,20,1,60000,MOCK_NYPD_V1
MOCK-000499,26,MANHATTAN,MISDEMEANOR,MISDEMEANOR ASSAULT,2026-04-02T16:25:41,16,0,60000,MOCK_NYPD_V1
MOCK-000500,26,MANHATTAN,MISDEMEANOR,CRIMINAL MISCHIEF,2026-04-04T19:10:37,19,0,60000,MOCK_NYPD_V1
MOCK-000501,26,MANHATTAN,FELONY,FELONY ASSAULT,2026-04-07T13:47:18,13,0,60000,MOCK_NYPD_V1
MOCK-000502,26,MANHATTAN,MISDEMEANOR,MISDEMEANOR ASSAULT,2026-04-12T03:52:24,3,1,60000,MOCK_NYPD_V1
MOCK-000503,26,MANHATTAN,MISDEMEANOR,CRIMINAL MISCHIEF,2026-04-12T12:35:41,12,0,60000,MOCK_NYPD_V1
MOCK-000504,26,MANHATTAN,MISDEMEANOR,CRIMINAL MISCHIEF,2026-04-12T18:37:09,18,0,60000,MOCK_NYPD_V1
MOCK-000505,26,MANHATTAN,FELONY,GRAND LARCENY,2026-04-13T10:23:33,10,0,60000,MOCK_NYPD_V1
MOCK-000506,26,MANHATTAN,FELONY,FELONY ASSAULT,2026-04-19T08:08:59,8,0,60000,MOCK_NYPD_V1
MOCK-000507,26,MANHATTAN,FELONY,GRAND LARCENY,2026-04-19T08:24:43,8,0,60000,MOCK_NYPD_V1
MOCK-000508,26,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2026-04-19T23:02:55,23,1,60000,MOCK_NYPD_V1
MOCK-000509,26,MANHATTAN,MISDEMEANOR,CRIMINAL MISCHIEF,2026-04-21T10:08:05,10,0,60000,MOCK_NYPD_V1
MOCK-000510,26,MANHATTAN,FELONY,FELONY ASSAULT,2026-05-06T21:56:45,21,1,60000,MOCK_NYPD_V1
MOCK-000511,26,MANHATTAN,FELONY,ROBBERY,2026-05-08T12:25:50,12,0,60000,MOCK_NYPD_V1
MOCK-000512,26,MANHATTAN,FELONY,FELONY ASSAULT,2026-05-09T23:15:40,23,1,60000,MOCK_NYPD_V1
MOCK-000513,26,MANHATTAN,MISDEMEANOR,CRIMINAL MISCHIEF,2026-05-18T04:19:53,4,1,60000,MOCK_NYPD_V1
MOCK-000514,26,MANHATTAN,MISDEMEANOR,HARRASSMENT 2,2026-05-18T13:21:50,13,0,60000,MOCK_NYPD_V1
MOCK-000515,26,MANHATTAN,MISDEMEANOR,MISDEMEANOR ASSAULT,2026-05-28T21:47:58,21,1,60000,MOCK_NYPD_V1
MOCK-000516,26,MANHATTAN,FELONY,FELONY ASSAULT,2026-05-29T20:06:29,20,1,60000,MOCK_NYPD_V1
MOCK-000517,26,MANHATTAN,MISDEMEANOR,HARRASSMENT 2,2026-05-31T07:51:54,7,0,60000,MOCK_NYPD_V1
MOCK-000518,26,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2026-05-31T11:24:06,11,0,60000,MOCK_NYPD_V1
MOCK-000519,26,MANHATTAN,FELONY,FELONY ASSAULT,2026-06-07T18:49:32,18,0,60000,MOCK_NYPD_V1
MOCK-000520,26,MANHATTAN,MISDEMEANOR,MISDEMEANOR ASSAULT,2026-06-11T04:50:22,4,1,60000,MOCK_NYPD_V1
MOCK-000521,26,MANHATTAN,FELONY,FELONY ASSAULT,2026-06-16T00:10:15,0,1,60000,MOCK_NYPD_V1
MOCK-000522,26,MANHATTAN,FELONY,BURGLARY,2026-06-17T20:25:42,20,1,60000,MOCK_NYPD_V1
MOCK-000523,26,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2026-06-22T11:47:39,11,0,60000,MOCK_NYPD_V1
MOCK-000524,26,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2026-06-25T06:26:19,6,0,60000,MOCK_NYPD_V1
MOCK-000525,26,MANHATTAN,MISDEMEANOR,HARRASSMENT 2,2026-06-28T17:06:29,17,0,60000,MOCK_NYPD_V1
MOCK-000526,61,BROOKLYN,FELONY,FELONY ASSAULT,2025-07-01T23:14:05,23,1,200000,MOCK_NYPD_V1
MOCK-000527,61,BROOKLYN,MISDEMEANOR,CRIMINAL MISCHIEF,2025-07-01T23:34:44,23,1,200000,MOCK_NYPD_V1
MOCK-000528,61,BROOKLYN,FELONY,BURGLARY,2025-07-02T01:28:23,1,1,200000,MOCK_NYPD_V1
MOCK-000529,61,BROOKLYN,FELONY,GRAND LARCENY,2025-07-02T02:58:04,2,1,200000,MOCK_NYPD_V1
MOCK-000530,61,BROOKLYN,MISDEMEANOR,MISDEMEANOR ASSAULT,2025-07-03T13:21:00,13,0,200000,MOCK_NYPD_V1
MOCK-000531,61,BROOKLYN,FELONY,ROBBERY,2025-07-04T17:49:20,17,0,200000,MOCK_NYPD_V1
MOCK-000532,61,BROOKLYN,FELONY,BURGLARY,2025-07-04T21:37:46,21,1,200000,MOCK_NYPD_V1
MOCK-000533,61,BROOKLYN,MISDEMEANOR,PETIT LARCENY,2025-07-05T11:18:28,11,0,200000,MOCK_NYPD_V1
MOCK-000534,61,BROOKLYN,FELONY,GRAND LARCENY,2025-07-05T15:58:08,15,0,200000,MOCK_NYPD_V1
MOCK-000535,61,BROOKLYN,FELONY,BURGLARY,2025-07-05T22:17:15,22,1,200000,MOCK_NYPD_V1
MOCK-000536,61,BROOKLYN,MISDEMEANOR,PETIT LARCENY,2025-07-06T14:29:56,14,0,200000,MOCK_NYPD_V1
MOCK-000537,61,BROOKLYN,MISDEMEANOR,CRIMINAL MISCHIEF,2025-07-07T04:28:11,4,1,200000,MOCK_NYPD_V1
MOCK-000538,61,BROOKLYN,MISDEMEANOR,CRIMINAL MISCHIEF,2025-07-07T06:30:15,6,0,200000,MOCK_NYPD_V1
MOCK-000539,61,BROOKLYN,FELONY,GRAND LARCENY,2025-07-07T08:16:43,8,0,200000,MOCK_NYPD_V1
MOCK-000540,61,BROOKLYN,MISDEMEANOR,PETIT LARCENY,2025-07-11T08:35:12,8,0,200000,MOCK_NYPD_V1
MOCK-000541,61,BROOKLYN,MISDEMEANOR,CRIMINAL MISCHIEF,2025-07-11T16:02:58,16,0,200000,MOCK_NYPD_V1
MOCK-000542,61,BROOKLYN,FELONY,GRAND LARCENY,2025-07-11T17:05:14,17,0,200000,MOCK_NYPD_V1
MOCK-000543,61,BROOKLYN,FELONY,ROBBERY,2025-07-12T16:37:05,16,0,200000,MOCK_NYPD_V1
MOCK-000544,61,BROOKLYN,FELONY,GRAND LARCENY,2025-07-12T19:16:29,19,0,200000,MOCK_NYPD_V1
MOCK-000545,61,BROOKLYN,MISDEMEANOR,CRIMINAL MISCHIEF,2025-07-14T23:20:39,23,1,200000,MOCK_NYPD_V1
MOCK-000546,61,BROOKLYN,FELONY,BURGLARY,2025-07-16T07:42:40,7,0,200000,MOCK_NYPD_V1
MOCK-000547,61,BROOKLYN,FELONY,ROBBERY,2025-07-16T09:15:13,9,0,200000,MOCK_NYPD_V1
MOCK-000548,61,BROOKLYN,FELONY,FELONY ASSAULT,2025-07-17T13:55:36,13,0,200000,MOCK_NYPD_V1
MOCK-000549,61,BROOKLYN,FELONY,BURGLARY,2025-07-20T09:46:05,9,0,200000,MOCK_NYPD_V1
MOCK-000550,61,BROOKLYN,MISDEMEANOR,HARRASSMENT 2,2025-07-20T23:02:37,23,1,200000,MOCK_NYPD_V1
MOCK-000551,61,BROOKLYN,FELONY,ROBBERY,2025-07-21T10:41:32,10,0,200000,MOCK_NYPD_V1
MOCK-000552,61,BROOKLYN,MISDEMEANOR,MISDEMEANOR ASSAULT,2025-07-21T11:42:17,11,0,200000,MOCK_NYPD_V1
MOCK-000553,61,BROOKLYN,MISDEMEANOR,CRIMINAL MISCHIEF,2025-07-22T08:06:38,8,0,200000,MOCK_NYPD_V1
MOCK-000554,61,BROOKLYN,FELONY,FELONY ASSAULT,2025-07-22T12:19:09,12,0,200000,MOCK_NYPD_V1
MOCK-000555,61,BROOKLYN,FELONY,FELONY ASSAULT,2025-07-23T12:47:53,12,0,200000,MOCK_NYPD_V1
MOCK-000556,61,BROOKLYN,MISDEMEANOR,PETIT LARCENY,2025-07-25T15:09:47,15,0,200000,MOCK_NYPD_V1
MOCK-000557,61,BROOKLYN,FELONY,ROBBERY,2025-07-27T17:55:20,17,0,200000,MOCK_NYPD_V1
MOCK-000558,61,BROOKLYN,MISDEMEANOR,CRIMINAL MISCHIEF,2025-07-28T04:06:10,4,1,200000,MOCK_NYPD_V1
MOCK-000559,61,BROOKLYN,MISDEMEANOR,CRIMINAL MISCHIEF,2025-07-28T17:06:49,17,0,200000,MOCK_NYPD_V1
MOCK-000560,61,BROOKLYN,MISDEMEANOR,PETIT LARCENY,2025-07-29T01:07:00,1,1,200000,MOCK_NYPD_V1
MOCK-000561,61,BROOKLYN,FELONY,ROBBERY,2025-07-29T04:57:55,4,1,200000,MOCK_NYPD_V1
MOCK-000562,61,BROOKLYN,FELONY,ROBBERY,2025-07-29T16:21:37,16,0,200000,MOCK_NYPD_V1
MOCK-000563,61,BROOKLYN,MISDEMEANOR,PETIT LARCENY,2025-07-29T19:28:31,19,0,200000,MOCK_NYPD_V1
MOCK-000564,61,BROOKLYN,FELONY,FELONY ASSAULT,2025-07-30T04:58:20,4,1,200000,MOCK_NYPD_V1
MOCK-000565,61,BROOKLYN,MISDEMEANOR,PETIT LARCENY,2025-07-30T07:17:31,7,0,200000,MOCK_NYPD_V1
MOCK-000566,61,BROOKLYN,MISDEMEANOR,MISDEMEANOR ASSAULT,2025-07-31T23:24:13,23,1,200000,MOCK_NYPD_V1
MOCK-000567,61,BROOKLYN,FELONY,FELONY ASSAULT,2025-08-01T10:25:22,10,0,200000,MOCK_NYPD_V1
MOCK-000568,61,BROOKLYN,FELONY,ROBBERY,2025-08-02T13:05:26,13,0,200000,MOCK_NYPD_V1
MOCK-000569,61,BROOKLYN,FELONY,ROBBERY,2025-08-03T14:17:53,14,0,200000,MOCK_NYPD_V1
MOCK-000570,61,BROOKLYN,FELONY,ROBBERY,2025-08-04T13:11:57,13,0,200000,MOCK_NYPD_V1
MOCK-000571,61,BROOKLYN,MISDEMEANOR,PETIT LARCENY,2025-08-04T13:39:35,13,0,200000,MOCK_NYPD_V1
MOCK-000572,61,BROOKLYN,MISDEMEANOR,MISDEMEANOR ASSAULT,2025-08-04T15:52:29,15,0,200000,MOCK_NYPD_V1
MOCK-000573,61,BROOKLYN,MISDEMEANOR,MISDEMEANOR ASSAULT,2025-08-05T04:26:49,4,1,200000,MOCK_NYPD_V1
MOCK-000574,61,BROOKLYN,FELONY,FELONY ASSAULT,2025-08-06T15:29:42,15,0,200000,MOCK_NYPD_V1
MOCK-000575,61,BROOKLYN,MISDEMEANOR,MISDEMEANOR ASSAULT,2025-08-07T11:48:38,11,0,200000,MOCK_NYPD_V1
MOCK-000576,61,BROOKLYN,MISDEMEANOR,CRIMINAL MISCHIEF,2025-08-08T01:35:22,1,1,200000,MOCK_NYPD_V1
MOCK-000577,61,BROOKLYN,FELONY,FELONY ASSAULT,2025-08-09T19:57:26,19,0,200000,MOCK_NYPD_V1
MOCK-000578,61,BROOKLYN,FELONY,BURGLARY,2025-08-10T19:47:39,19,0,200000,MOCK_NYPD_V1
MOCK-000579,61,BROOKLYN,MISDEMEANOR,MISDEMEANOR ASSAULT,2025-08-11T06:16:35,6,0,200000,MOCK_NYPD_V1
MOCK-000580,61,BROOKLYN,FELONY,FELONY ASSAULT,2025-08-11T07:17:06,7,0,200000,MOCK_NYPD_V1
MOCK-000581,61,BROOKLYN,FELONY,ROBBERY,2025-08-11T11:07:51,11,0,200000,MOCK_NYPD_V1
MOCK-000582,61,BROOKLYN,FELONY,FELONY ASSAULT,2025-08-12T13:49:19,13,0,200000,MOCK_NYPD_V1
MOCK-000583,61,BROOKLYN,FELONY,BURGLARY,2025-08-13T15:23:43,15,0,200000,MOCK_NYPD_V1
MOCK-000584,61,BROOKLYN,FELONY,ROBBERY,2025-08-14T05:34:21,5,1,200000,MOCK_NYPD_V1
MOCK-000585,61,BROOKLYN,MISDEMEANOR,MISDEMEANOR ASSAULT,2025-08-14T10:04:47,10,0,200000,MOCK_NYPD_V1
MOCK-000586,61,BROOKLYN,MISDEMEANOR,CRIMINAL MISCHIEF,2025-08-15T07:23:40,7,0,200000,MOCK_NYPD_V1
MOCK-000587,61,BROOKLYN,MISDEMEANOR,PETIT LARCENY,2025-08-15T11:47:02,11,0,200000,MOCK_NYPD_V1
MOCK-000588,61,BROOKLYN,FELONY,GRAND LARCENY,2025-08-17T07:38:09,7,0,200000,MOCK_NYPD_V1
MOCK-000589,61,BROOKLYN,MISDEMEANOR,HARRASSMENT 2,2025-08-17T11:16:04,11,0,200000,MOCK_NYPD_V1
MOCK-000590,61,BROOKLYN,MISDEMEANOR,MISDEMEANOR ASSAULT,2025-08-18T21:45:21,21,1,200000,MOCK_NYPD_V1
MOCK-000591,61,BROOKLYN,FELONY,FELONY ASSAULT,2025-08-19T09:32:46,9,0,200000,MOCK_NYPD_V1
MOCK-000592,61,BROOKLYN,MISDEMEANOR,MISDEMEANOR ASSAULT,2025-08-19T10:27:17,10,0,200000,MOCK_NYPD_V1
